ecosystem,library,test_name,iteration,outcome,leak_probability,samples,elapsed_sec,timestamp
Rust,dalek,dalek::x25519::x25519_different_basepoints_constant_time,4,INCONCLUSIVE,0.0,0,1,2026-02-06T11:39:50+00:00
Rust,dalek,dalek::x25519::x25519_different_basepoints_constant_time,5,SKIP,0.0,0,1,2026-02-06T11:39:51+00:00
Rust,dalek,dalek::x25519::x25519_different_basepoints_constant_time,6,PASS,0.0,6000,1,2026-02-06T11:39:52+00:00
Rust,dalek,dalek::x25519::x25519_different_basepoints_constant_time,7,INCONCLUSIVE,0.0,0,1,2026-02-06T11:39:53+00:00
Rust,dalek,dalek::x25519::x25519_different_basepoints_constant_time,8,INCONCLUSIVE,0.0,0,1,2026-02-06T11:39:54+00:00
Rust,dalek,dalek::x25519::x25519_different_basepoints_constant_time,9,INCONCLUSIVE,0.0,0,1,2026-02-06T11:39:55+00:00
Rust,dalek,dalek::x25519::x25519_different_basepoints_constant_time,10,PASS,0.0,6000,1,2026-02-06T11:39:56+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,1,INCONCLUSIVE,0.0,0,1,2026-02-06T11:39:57+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,2,PASS,0.1,6000,1,2026-02-06T11:39:58+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,3,PASS,0.0,6000,0,2026-02-06T11:39:58+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,4,PASS,0.1,6000,1,2026-02-06T11:39:59+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,5,PASS,0.1,6000,1,2026-02-06T11:40:00+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,6,PASS,0.1,6000,0,2026-02-06T11:40:00+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,7,PASS,0.0,6000,1,2026-02-06T11:40:01+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,8,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:02+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,9,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:03+00:00
Rust,dalek,dalek::x25519::x25519_ecdh_exchange_constant_time,10,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:04+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,1,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:05+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,2,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:06+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,3,PASS,0.1,6000,1,2026-02-06T11:40:07+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,4,PASS,4.2,6000,1,2026-02-06T11:40:08+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,5,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:09+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,6,PASS,0.0,6000,1,2026-02-06T11:40:10+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,7,PASS,0.0,6000,0,2026-02-06T11:40:10+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,8,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:11+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,9,INCONCLUSIVE,0.0,0,2,2026-02-06T11:40:13+00:00
Rust,dalek,dalek::x25519::x25519_hamming_weight_independence,10,INCONCLUSIVE,0.0,0,1,2026-02-06T11:40:14+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,1,PASS,10.0,12000,3,2026-02-06T11:40:17+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,2,PASS,11.7,6000,1,2026-02-06T11:40:18+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,3,INCONCLUSIVE,0.0,0,3,2026-02-06T11:40:21+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,4,INCONCLUSIVE,0.0,0,2,2026-02-06T11:40:23+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,5,PASS,0.5,6000,2,2026-02-06T11:40:25+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,6,INCONCLUSIVE,0.0,0,2,2026-02-06T11:40:27+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,7,INCONCLUSIVE,0.0,0,2,2026-02-06T11:40:29+00:00
Rust,dalek,dalek::x25519::x25519_multiple_operations_constant_time,8,INCONCLUSIVE,0.0,0,2,2026-02-06T11:40:31+00:00
